,x,t,u
139,-0.45703125,0.0,0.028110890483918016
140,-0.453125,0.0,0.030127033451406104
141,-0.44921875,0.0,0.03205717385239126
142,-0.4453125,0.0,0.033902293492567126
143,-0.44140625,0.0,0.03566339613798819
144,-0.4375,0.0,0.03734150694839966
145,-0.43359375,0.0,0.038937671906499216
146,-0.4296875,0.0,0.040452957243318655
147,-0.42578125,0.0,0.04188844885990384
148,-0.421875,0.0,0.04324525174547844
149,-0.41796875,0.0,0.04452448939227438
150,-0.4140625,0.0,0.04572730320721374
151,-0.41015625,0.0,0.046854851920626994
152,-0.40625,0.0,0.047908310992191505
153,-0.40234375,0.0,0.04888887201427761
154,-0.3984375,0.0,0.04979774211288557
155,-0.39453125,0.0,0.050636143346363016
156,-0.390625,0.0,0.05140531210208432
157,-0.38671875,0.0,0.05210649849128268
158,-0.3828125,0.0,0.052740965742218426
159,-0.37890625,0.0,0.05330998959187072
160,-0.375,0.0,0.05381485767634081
161,-0.37109375,0.0,0.05425686892015008
162,-0.3671875,0.0,0.05463733292462303
163,-0.36328125,0.0,0.05495756935553686
164,-0.359375,0.0,0.05521890733022933
165,-0.35546875,0.0,0.05542268480434487
166,-0.3515625,0.0,0.05557024795840937
167,-0.34765625,0.0,0.055662950584415005
168,-0.34375,0.0,0.055702153472603266
169,-0.33984375,0.0,0.05568922379862795
170,-0.3359375,0.0,0.0556255345112836
171,-0.33203125,0.0,0.05551246372098251
172,-0.328125,0.0,0.055351394089162786
173,-0.32421875,0.0,0.05514371221881054
174,-0.3203125,0.0,0.05489080804627744
175,-0.31640625,0.0,0.054594074234574075
176,-0.3125,0.0,0.05425490556832052
177,-0.30859375,0.0,0.053874698350533046
178,-0.3046875,0.0,0.053454849801424786
179,-0.30078125,0.0,0.0529967574593998
180,-0.296875,0.0,0.052501818584416104
181,-0.29296875,0.0,0.051971429563893556
182,-0.2890625,0.0,0.05140698532134269
183,-0.28515625,0.0,0.05080987872788667
184,-0.28125,0.0,0.050181500016850844
185,-0.27734375,0.0,0.04952323620159055
186,-0.2734375,0.0,0.048836470496727125
187,-0.26953125,0.0,0.0481225817429628
188,-0.265625,0.0,0.04738294383564168
189,-0.26171875,0.0,0.046618925157223434
190,-0.2578125,0.0,0.0458318880138347
191,-0.25390625,0.0,0.0450231880760637
192,-0.25,0.0,0.0441941738241593
193,-0.24609375,0.0,0.043346185997794884
194,-0.2421875,0.0,0.04248055705055909
195,-0.23828125,0.0,0.04159861060933001
196,-0.234375,0.0,0.040701660938688045
197,-0.23046875,0.0,0.03979101241052496
198,-0.2265625,0.0,0.038867958979001194
199,-0.22265625,0.0,0.0379337836610012
200,-0.21875,0.0,0.036989758022240415
201,-0.21484375,0.0,0.036037141669167994
202,-0.2109375,0.0,0.03507718174681379
203,-0.20703125,0.0,0.03411111244272408
204,-0.203125,0.0,0.03314015449712626
205,-0.19921875,0.0,0.03216551471946727
206,-0.1953125,0.0,0.031188385511458916
207,-0.19140625,0.0,0.030209944396772048
208,-0.1875,0.0,0.029231353557511497
209,-0.18359375,0.0,0.028253759377603826
210,-0.1796875,0.0,0.027278291993231063
211,-0.17578125,0.0,0.026306064850435962
212,-0.171875,0.0,0.02533817427002777
213,-0.16796875,0.0,0.024375699019909935
214,-0.1640625,0.0,0.023419699894955126
215,-0.16015625,0.0,0.022471219304542434
216,-0.15625,0.0,0.02153128086787992
217,-0.15234375,0.0,0.020600889017223345
218,-0.1484375,0.0,0.019681028609105422
219,-0.14453125,0.0,0.01877266454368648
220,-0.140625,0.0,0.01787674139233386
221,-0.13671875,0.0,0.016994183033537336
222,-0.1328125,0.0,0.01612589229726097
223,-0.12890625,0.0,0.015272750617835784
224,-0.125,0.0,0.014435617695488956
225,-0.12109375,0.0,0.013615331166607236
226,-0.1171875,0.0,0.012812706282825825
227,-0.11328125,0.0,0.012028535599036883
228,-0.109375,0.0,0.011263588670402447
229,-0.10546875,0.0,0.010518611758459584
230,-0.1015625,0.0,0.009794327546400472
231,-0.09765625,0.0,0.009091434863607417
232,-0.09375,0.0,0.00841060841952157
233,-0.08984375,0.0,0.007752498546918396
234,-0.0859375,0.0,0.007117730954666224
235,-0.08203125,0.0,0.006506906490032771
236,-0.078125,0.0,0.005920600910611362
237,-0.07421875,0.0,0.005359364665927291
238,-0.0703125,0.0,0.004823722688789223
239,-0.06640625,0.0,0.004314174196441312
240,-0.0625,0.0,0.0038311925015751536
241,-0.05859375,0.0,0.003375224833252477
242,-0.0546875,0.0,0.002946692167789311
243,-0.05078125,0.0,0.002545989069651533
244,-0.046875,0.0,0.0021734835424032095
245,-0.04296875,0.0,0.0018295168897516922
246,-0.0390625,0.0,0.0015144035867291072
247,-0.03515625,0.0,0.0012284311610442633
248,-0.03125,0.0,0.0009718600846408965
249,-0.02734375,0.0,0.0007449236754907829
250,-0.0234375,0.0,0.0005478280096501975
251,-0.01953125,0.0,0.0003807518436051427
252,-0.015625,0.0,0.00024384654692510832
253,-0.01171875,0.0,0.00013723604524690236
254,-0.0078125,0.0,6.101677360209612e-05
255,-0.00390625,0.0,1.5257640103794046e-05
256,0.0,0.0,5.551115123125783e-17
257,0.00390625,0.0,1.5257640103794046e-05
258,0.0078125,0.0,6.101677360204061e-05
259,0.01171875,0.0,0.00013723604524690236
260,0.015625,0.0,0.00024384654692510832
261,0.01953125,0.0,0.0003807518436050872
262,0.0234375,0.0,0.000547828009650142
263,0.02734375,0.0,0.0007449236754907274
264,0.03125,0.0,0.000971860084640841
265,0.03515625,0.0,0.0012284311610442078
266,0.0390625,0.0,0.0015144035867291072
267,0.04296875,0.0,0.0018295168897516367
268,0.046875,0.0,0.0021734835424030985
269,0.05078125,0.0,0.0025459890696514775
270,0.0546875,0.0,0.0029466921677892555
271,0.05859375,0.0,0.003375224833252255
272,0.0625,0.0,0.003831192501575098
273,0.06640625,0.0,0.004314174196441201
274,0.0703125,0.0,0.004823722688789167
275,0.07421875,0.0,0.005359364665927235
276,0.078125,0.0,0.005920600910611307
277,0.08203125,0.0,0.00650690649003266
278,0.0859375,0.0,0.007117730954666002
279,0.08984375,0.0,0.007752498546918285
280,0.09375,0.0,0.008410608419521293
281,0.09765625,0.0,0.009091434863607306
282,0.1015625,0.0,0.009794327546400361
283,0.10546875,0.0,0.010518611758459417
284,0.109375,0.0,0.011263588670402336
285,0.11328125,0.0,0.012028535599036771
286,0.1171875,0.0,0.012812706282825714
287,0.12109375,0.0,0.01361533116660707
288,0.125,0.0,0.01443561769548879
289,0.12890625,0.0,0.015272750617835562
290,0.1328125,0.0,0.01612589229726069
291,0.13671875,0.0,0.016994183033537058
292,0.140625,0.0,0.017876741392333695
293,0.14453125,0.0,0.0187726645436862
294,0.1484375,0.0,0.01968102860910531
295,0.15234375,0.0,0.02060088901722318
296,0.15625,0.0,0.021531280867879754
297,0.16015625,0.0,0.022471219304542156
298,0.1640625,0.0,0.02341969989495485
299,0.16796875,0.0,0.02437569901990988
300,0.171875,0.0,0.025338174270027547
301,0.17578125,0.0,0.02630606485043585
302,0.1796875,0.0,0.027278291993230896
303,0.18359375,0.0,0.028253759377603715
304,0.1875,0.0,0.029231353557511386
305,0.19140625,0.0,0.030209944396771993
306,0.1953125,0.0,0.03118838551145875
307,0.19921875,0.0,0.0321655147194671
308,0.203125,0.0,0.03314015449712626
309,0.20703125,0.0,0.03411111244272391
310,0.2109375,0.0,0.03507718174681368
311,0.21484375,0.0,0.03603714166916788
312,0.21875,0.0,0.036989758022240415
313,0.22265625,0.0,0.037933783661001086
314,0.2265625,0.0,0.03886795897900103
315,0.23046875,0.0,0.03979101241052502
316,0.234375,0.0,0.040701660938687934
317,0.23828125,0.0,0.041598610609329956
318,0.2421875,0.0,0.04248055705055903
319,0.24609375,0.0,0.04334618599779477
320,0.25,0.0,0.04419417382415919
321,0.25390625,0.0,0.0450231880760637
322,0.2578125,0.0,0.04583188801383464
323,0.26171875,0.0,0.04661892515722338
324,0.265625,0.0,0.04738294383564173
325,0.26953125,0.0,0.0481225817429628
326,0.2734375,0.0,0.048836470496727125
327,0.27734375,0.0,0.049523236201590604
328,0.28125,0.0,0.050181500016850955
329,0.28515625,0.0,0.05080987872788667
330,0.2890625,0.0,0.05140698532134269
331,0.29296875,0.0,0.05197142956389367
332,0.296875,0.0,0.052501818584416216
333,0.30078125,0.0,0.05299675745939986
334,0.3046875,0.0,0.05345484980142473
335,0.30859375,0.0,0.053874698350533046
336,0.3125,0.0,0.05425490556832052
337,0.31640625,0.0,0.05459407423457413
338,0.3203125,0.0,0.054890808046277606
339,0.32421875,0.0,0.05514371221881076
340,0.328125,0.0,0.0553513940891629
341,0.33203125,0.0,0.05551246372098256
342,0.3359375,0.0,0.0556255345112836
343,0.33984375,0.0,0.05568922379862801
344,0.34375,0.0,0.05570215347260332
345,0.34765625,0.0,0.05566295058441506
346,0.3515625,0.0,0.055570247958409424
347,0.35546875,0.0,0.055422684804345035
348,0.359375,0.0,0.05521890733022938
349,0.36328125,0.0,0.05495756935553692
350,0.3671875,0.0,0.05463733292462303
351,0.37109375,0.0,0.05425686892015019
352,0.375,0.0,0.053814857676340866
353,0.37890625,0.0,0.05330998959187072
354,0.3828125,0.0,0.05274096574221854
355,0.38671875,0.0,0.052106498491282904
356,0.390625,0.0,0.05140531210208443
357,0.39453125,0.0,0.05063614334636313
358,0.3984375,0.0,0.04979774211288557
359,0.40234375,0.0,0.048888872014277496
360,0.40625,0.0,0.047908310992191616
361,0.41015625,0.0,0.046854851920627105
362,0.4140625,0.0,0.04572730320721374
363,0.41796875,0.0,0.04452448939227438
364,0.421875,0.0,0.04324525174547844
365,0.42578125,0.0,0.04188844885990384
366,0.4296875,0.0,0.040452957243318544
367,0.43359375,0.0,0.038937671906499105
368,0.4375,0.0,0.03734150694839955
369,0.44140625,0.0,0.03566339613798819
370,0.4453125,0.0,0.033902293492567126
371,0.44921875,0.0,0.032057173852391374
372,0.453125,0.0,0.030127033451405993
373,0.45703125,0.0,0.028110890483918016
374,0.4609375,0.0,0.026007785667021
375,0.46484375,0.0,0.023816782798594338
376,0.46875,0.0,0.021536969310694598
377,0.47265625,0.0,0.019167456818160233
378,0.4765625,0.0,0.016707381662253606
379,0.48046875,0.0,0.014155905449159456
380,0.484375,0.0,0.011512215583166174
381,0.48828125,0.0,0.008775525794353256
382,0.4921875,0.0,0.005945076660610393
383,0.49609375,0.0,0.0030201361238155755
384,0.5,0.0,0.0
385,0.50390625,0.0,-0.0031160075166726253
386,0.5078125,0.0,-0.006328533356280808
387,0.51171875,0.0,-0.009638195082041223
388,0.515625,0.0,-0.013045580405897983
389,0.51953125,0.0,-0.016551246710964307
390,0.5234375,0.0,-0.020155720580987913
391,0.52734375,0.0,-0.02385949733699666
392,0.53125,0.0,-0.027663040581291876
393,0.53515625,0.0,-0.03156678174894534
394,0.5390625,0.0,-0.035571119666959694
395,0.54296875,0.0,-0.039676420121249056
396,0.546875,0.0,-0.04388301543159612
397,0.55078125,0.0,-0.04819120403473642
398,0.5546875,0.0,-0.052601250075724804
399,0.55859375,0.0,-0.057113383007731056
400,0.5625,0.0,-0.061727797200415435
401,0.56640625,0.0,-0.06644465155702795
402,0.5703125,0.0,-0.0712640691403782
403,0.57421875,0.0,-0.07618613680781572
404,0.578125,0.0,-0.0812109048553632
405,0.58203125,0.0,-0.08633838667113969
406,0.5859375,0.0,-0.09156855839821165
407,0.58984375,0.0,-0.09690135860700355
408,0.59375,0.0,-0.10233668797740303
409,0.59765625,0.0,-0.10787440899068912
410,0.6015625,0.0,-0.11351434563141016
411,0.60546875,0.0,-0.11925628309934022
412,0.609375,0.0,-0.12509996753163233
413,0.61328125,0.0,-0.13104510573529504
414,0.6171875,0.0,-0.1370913649301061
415,0.62109375,0.0,-0.14323837250208116
416,0.625,0.0,-0.14948571576761305
417,0.62890625,0.0,-0.1558329417483889
418,0.6328125,0.0,-0.1622795569571982
419,0.63671875,0.0,-0.16882502719473436
420,0.640625,0.0,-0.175468777357496
421,0.64453125,0.0,-0.18221019125688787
422,0.6484375,0.0,-0.1890486114496206
423,0.65234375,0.0,-0.1959833390795036
424,0.65625,0.0,-0.20301363373072745
425,0.66015625,0.0,-0.21013871329272182
426,0.6640625,0.0,-0.21735775383668132
427,0.66796875,0.0,-0.2246698895038406
428,0.671875,0.0,-0.23207421240558268
429,0.67578125,0.0,-0.23956977253545975
430,0.6796875,0.0,-0.24715557769320295
431,0.68359375,0.0,-0.2548305934207943
432,0.6875,0.0,-0.2625937429506714
433,0.69140625,0.0,-0.27044390716613487
434,0.6953125,0.0,-0.2783799245740205
435,0.69921875,0.0,-0.28640059128969964
436,0.703125,0.0,-0.29450466103446704
437,0.70703125,0.0,-0.30269084514537226
438,0.7109375,0.0,-0.3109578125975445
439,0.71484375,0.0,-0.3193041900390684
440,0.71875,0.0,-0.3277285618384459
441,0.72265625,0.0,-0.33622947014470084
442,0.7265625,0.0,-0.3448054149601574
443,0.73046875,0.0,-0.3534548542259327
444,0.734375,0.0,-0.36217620392018157
445,0.73828125,0.0,-0.37096783816911894
446,0.7421875,0.0,-0.37982808937085144
447,0.74609375,0.0,-0.38875524833204267
448,0.75,0.0,-0.397747564417433
449,0.75390625,0.0,-0.4068032457122339
450,0.7578125,0.0,-0.41592045919740916
451,0.76171875,0.0,-0.42509733093785873
452,0.765625,0.0,-0.4343319462835099
453,0.76953125,0.0,-0.4436223500833274
454,0.7734375,0.0,-0.4529665469122348
455,0.77734375,0.0,-0.4623625013109589
456,0.78125,0.0,-0.47180813803877986
457,0.78515625,0.0,-0.48130134233919064
458,0.7890625,0.0,-0.49083996021844545
459,0.79296875,0.0,-0.5004217987369917
460,0.796875,0.0,-0.5100446263137591
461,0.80078125,0.0,-0.5197061730432937
462,0.8046875,0.0,-0.5294041310257052
463,0.80859375,0.0,-0.5391361547094049
464,0.8125,0.0,-0.5488998612466021
465,0.81640625,0.0,-0.5586928308615248
466,0.8203125,0.0,-0.5685126072313246
467,0.82421875,0.0,-0.5783566978796311
468,0.828125,0.0,-0.5882225745827061
469,0.83203125,0.0,-0.598107673788151
470,0.8359375,0.0,-0.6080093970461204
471,0.83984375,0.0,-0.6179251114529826
472,0.84375,0.0,-0.6278521501073736
473,0.84765625,0.0,-0.6377878125785825
474,0.8515625,0.0,-0.6477293653872018
475,0.85546875,0.0,-0.6576740424979817
476,0.859375,0.0,-0.6676190458248086
477,0.86328125,0.0,-0.6775615457477449
478,0.8671875,0.0,-0.687498681642041
479,0.87109375,0.0,-0.69742756241905
480,0.875,0.0,-0.707345267078954
481,0.87890625,0.0,-0.7172488452752156
482,0.8828125,0.0,-0.7271353178906726
483,0.88671875,0.0,-0.7370016776251691
484,0.890625,0.0,-0.7468448895946374
485,0.89453125,0.0,-0.7566618919415271
486,0.8984375,0.0,-0.7664495964564764
487,0.90234375,0.0,-0.7762048892111227
488,0.90625,0.0,-0.785924631201941
489,0.91015625,0.0,-0.7956056590049997
490,0.9140625,0.0,-0.8052447854415148
491,0.91796875,0.0,-0.8148388002540886
492,0.921875,0.0,-0.8243844707935077
493,0.92578125,0.0,-0.8338785427159745
494,0.9296875,0.0,-0.8433177406906496
495,0.93359375,0.0,-0.8526987691173682
496,0.9375,0.0,-0.8620183128544017
497,0.94140625,0.0,-0.8712730379561228
498,0.9453125,0.0,-0.8804595924204398
499,0.94921875,0.0,-0.889574606945852
500,0.953125,0.0,-0.8986146956979856
501,0.95703125,0.0,-0.9075764570854568
502,0.9609375,0.0,-0.9164564745449144
503,0.96484375,0.0,-0.9252513173351095
504,0.96875,0.0,-0.9339575413398253
505,0.97265625,0.0,-0.9425716898795229
506,0.9765625,0.0,-0.9510902945315267
507,0.98046875,0.0,-0.9595098759585922
508,0.984375,0.0,-0.9678269447456861
509,0.98828125,0.0,-0.9760380022448071
510,0.9921875,0.0,-0.984139541427678
511,0.99609375,0.0,-0.9921280477461301
512,-1.0,0.005,-0.9993636013142737
513,-0.99609375,0.005,-0.9926004455923189
514,-0.9921875,0.005,-0.9848570816801705
515,-0.98828125,0.005,-0.9771807108356496
516,-0.984375,0.005,-0.9693108746216608
517,-0.98046875,0.005,-0.961375052246829
518,-0.9765625,0.005,-0.9533032453696351
519,-0.97265625,0.005,-0.9451467187522268
520,-0.96875,0.005,-0.9368743045983625
521,-0.96484375,0.005,-0.9285146792909138
522,-0.9609375,0.005,-0.9200510530950131
523,-0.95703125,0.005,-0.9115023992216529
524,-0.953125,0.005,-0.9028588234732802
525,-0.94921875,0.005,-0.8941342484809716
526,-0.9453125,0.005,-0.8853226183462956
527,-0.94140625,0.005,-0.8764348928892243
528,-0.9375,0.005,-0.8674673715708844
529,-0.93359375,0.005,-0.8584291266347923
530,-0.9296875,0.005,-0.8493180055831744
531,-0.92578125,0.005,-0.840141802400786
532,-0.921875,0.005,-0.8308994347037129
533,-0.91796875,0.005,-0.8215977885891829
534,-0.9140625,0.005,-0.8122365501014289
535,-0.91015625,0.005,-0.802821934907622
536,-0.90625,0.005,-0.7933541970384401
537,-0.90234375,0.005,-0.7838390404232174
538,-0.8984375,0.005,-0.7742771481614101
539,-0.89453125,0.005,-0.7646738220277468
540,-0.890625,0.005,-0.7550300744074416
541,-0.88671875,0.005,-0.7453508825828742
542,-0.8828125,0.005,-0.7356375142986117
543,-0.87890625,0.005,-0.725894678525709
544,-0.875,0.005,-0.7161238420847291
545,-0.87109375,0.005,-0.7063294869320903
546,-0.8671875,0.005,-0.696513235059737
547,-0.86328125,0.005,-0.6866793721344215
548,-0.859375,0.005,-0.676829640316086
549,-0.85546875,0.005,-0.6669681520390086
550,-0.8515625,0.005,-0.6570967411714299
551,-0.84765625,0.005,-0.647219364311617
552,-0.84375,0.005,-0.6373379234855747
553,-0.83984375,0.005,-0.6274562326110559
554,-0.8359375,0.005,-0.6175762420748906
555,-0.83203125,0.005,-0.6077016330543688
556,-0.828125,0.005,-0.597834387422774
557,-0.82421875,0.005,-0.5879780610963807
558,-0.8203125,0.005,-0.5781346528764433
559,-0.81640625,0.005,-0.5683075990022588
560,-0.8125,0.005,-0.5584989025115847
561,-0.80859375,0.005,-0.5487118840851724
562,-0.8046875,0.005,-0.5389485398367062
563,-0.80078125,0.005,-0.5292120778726574
564,-0.796875,0.005,-0.5195044774984483
565,-0.79296875,0.005,-0.509828836355176
566,-0.7890625,0.005,-0.5001871081374835
567,-0.78515625,0.005,-0.4905822814589528
568,-0.78125,0.005,-0.48101627653211376
569,-0.77734375,0.005,-0.4714919738726929
570,-0.7734375,0.005,-0.46201125315343605
571,-0.76953125,0.005,-0.4525768873444713
572,-0.765625,0.005,-0.44319070924200554
573,-0.76171875,0.005,-0.4338553845511449
574,-0.7578125,0.005,-0.4245726935016431
575,-0.75390625,0.005,-0.41534519462829433
576,-0.75,0.005,-0.4061746104914047
577,-0.74609375,0.005,-0.3970633924341285
578,-0.7421875,0.005,-0.3880132007820646
579,-0.73828125,0.005,-0.37902637960619745
580,-0.734375,0.005,-0.3701045229288683
581,-0.73046875,0.005,-0.3612498674553163
582,-0.7265625,0.005,-0.35246393729796555
583,-0.72265625,0.005,-0.3437488617269897
584,-0.71875,0.005,-0.3351060917700117
585,-0.71484375,0.005,-0.32653764924696904
586,-0.7109375,0.005,-0.3180449093310357
587,-0.70703125,0.005,-0.3096297864545496
588,-0.703125,0.005,-0.30129357754798314
589,-0.69921875,0.005,-0.29303808981489043
590,-0.6953125,0.005,-0.28486453991440674
591,-0.69140625,0.005,-0.2767746280901793
592,-0.6875,0.005,-0.2687694890407599
593,-0.68359375,0.005,-0.2608507164388882
594,-0.6796875,0.005,-0.25301936165364713
595,-0.67578125,0.005,-0.24527691230279483
596,-0.671875,0.005,-0.23762433535932126
597,-0.66796875,0.005,-0.23006301303289176
598,-0.6640625,0.005,-0.22259382711868064
599,-0.66015625,0.005,-0.21521805519780662
600,-0.65625,0.005,-0.20793649337406356
601,-0.65234375,0.005,-0.20075031551194952
602,-0.6484375,0.005,-0.19366023176225158
603,-0.64453125,0.005,-0.18666731331523506
604,-0.640625,0.005,-0.1797721843432596
605,-0.63671875,0.005,-0.172975814531938
606,-0.6328125,0.005,-0.16627874227071499
607,-0.62890625,0.005,-0.15968183703295935
608,-0.625,0.005,-0.15318555182683075
609,-0.62109375,0.005,-0.1467906573234669
610,-0.6171875,0.005,-0.14049752174314767
611,-0.61328125,0.005,-0.1343068184765117
612,-0.609375,0.005,-0.1282188317272856
613,-0.60546875,0.005,-0.12223413923269619
614,-0.6015625,0.005,-0.11635294211582554
615,-0.59765625,0.005,-0.1105757241862545
616,-0.59375,0.005,-0.10490260457410992
617,-0.58984375,0.005,-0.09933397497891149
618,-0.5859375,0.005,-0.09386987376507114
619,-0.58203125,0.005,-0.08851060242453433
620,-0.578125,0.005,-0.08325611991114888
621,-0.57421875,0.005,-0.07810663948980887
622,-0.5703125,0.005,-0.07306204217582621
623,-0.56640625,0.005,-0.06812245505887035
624,-0.5625,0.005,-0.06328768279422148
625,-0.55859375,0.005,-0.05855776841292942
626,-0.5546875,0.005,-0.05393244188545876
627,-0.55078125,0.005,-0.04941166435937004
628,-0.546875,0.005,-0.04499509288311457
629,-0.54296875,0.005,-0.04068260894848058
630,-0.5390625,0.005,-0.03647379852381602
631,-0.53515625,0.005,-0.03236846571984961
632,-0.53125,0.005,-0.028366127337998037
633,-0.52734375,0.005,-0.024466512424430986
634,-0.5234375,0.005,-0.020669070590844413
635,-0.51953125,0.005,-0.016973458172311023
636,-0.515625,0.005,-0.013379059625444084
637,-0.51171875,0.005,-0.009885460960217862
